hy	en	phrase_hy	phrase_en	lesson	tags	note
գարնանային դեպրեսիա	spring depression			27	phrase,feelings,seasons	
սև սուրճ առանց ինչ-որ բանի	black coffee without anything			27	phrase,drinks	
առանց	without			27	postposition	
ինչ-որ բան	something			27	pronoun	
գլուխ	head			27	noun,face,body	
ճակատ	forehead			27	noun,face	
մազ	hair			27	noun,face	
ունք	eyebrow			27	noun,face	
թարթիչ	eyelash			27	noun,face	
աչք	eye			27	noun,face	
քիթ	nose			27	noun,face	
ականջ	ear			27	noun,face	
բեղ	moustache			27	noun,face	
այտ / թուշ	cheek			27	noun,face	
ատամ	tooth			27	noun,face	
շուրթ / շրթունք	lip			27	noun,face	
լեզու	tongue			27	noun,face	
մորուք	beard			27	noun,face	
դունչ	chin			27	noun,face	
վիզ	neck			27	noun,face,body	
