hy	en	phrase_hy	phrase_en	lesson	tags	note
Ինչքա՞ն հաճախ	How often?			11	phrase,time	
ամիսը մի անգամ	once a month	Ամիսը մի անգամ գնում եմ Իլյայի տուն	Once a month I go to Ilya's house	11	phrase,time	
շաբաթը մի անգամ	once a week			11	phrase,time	
տարին մի անգամ	once a year			11	phrase,time	
անգամ	time, occasion	Սա իմ երկրորդ անգամն է Փարիզում	This is my second time in Paris	11	noun,time	pron. անքամ
ամենալավ	best	Երևանում ո՞վ է քո ամենալավ ընկերը	Who is your best friend in Yerevan?	11	adjective	
նախադասություն	sentence			11	noun,school	
սենյակ	room			11	noun,home	
հյուրասենյակ	living room			11	noun,home	
ճաշասենյակ	dining room			11	noun,home	
ննջասենյակ	bedroom			11	noun,home	
աշխատասենյակ	study			11	noun,home	
խոհանոց	kitchen			11	noun,home	
պատշգամբ	balcony			11	noun,home	
զուգարան	toilet			11	noun,home	
լոգարան / բաղնիք	bathroom			11	noun,home	
կահույք	furniture			11	noun,home,furniture	
սեղան	table			11	noun,home,furniture	
աթոռ	chair			11	noun,home,furniture	
բազկաթոռ	armchair			11	noun,home,furniture	
բազմոց	sofa			11	noun,home,furniture	
պահարան	wardrobe, closet			11	noun,home,furniture	
սառնարան	refrigerator			11	noun,home,furniture	
մահճակալ	bed			11	noun,home,furniture	
օրորոց	cradle, baby bed			11	noun,home,furniture	
լուսամփոփ	lamp, lampshade			11	noun,home,furniture	
գորգ	carpet			11	noun,home,furniture	
վարագույր	curtain			11	noun,home,furniture	
բարձ	pillow			11	noun,home,furniture	pron. բարց
ժամացույց	clock			11	noun,home,furniture	
ծաղկաման	vase			11	noun,home,furniture	
հայելի	mirror			11	noun,home,furniture	
լիքը	full			11	adjective,from-exercise	
դատարկ	empty			11	adjective,from-exercise	
