անելիք	things to do · Ի՞նչ անելիքներ ունես այսօր։ — What do you have to do today?
անտառ	forest
ճիշտն ասած / անկեղծ ասած	honestly speaking, to tell the truth
գերմանացի	German (person)
Հայաստան · հայ · հայերեն · հայկական	Armenia · Armenian · Armenian (language) · Armenian (adj.) · հայկական կոնյակ — Armenian brandy
Թուրքիա · թուրք · թուրքերեն · թուրքական	Turkey · Turk · Turkish (language) · Turkish (adj.) · թուրքական թեյ — Turkish tea
Հունաստան · հույն · հունարեն · հունական	Greece · Greek · Greek (language) · Greek (adj.) · հունական պար — Greek dance
Հնդկաստան · հնդիկ · հնդկերեն · հնդկական	India · Indian · Hindi · Indian (adj.) · հնդկական փիղ — Indian elephant
Պարսկաստան / Իրան · պարսիկ / իրանցի · պարսկերեն · պարսկական / իրանական	Persia / Iran · Persian / Iranian · Persian (language) · Persian / Iranian (adj.) · պարսկական / իրանական գորգ — Persian / Iranian rug
Չինաստան · չինացի · չինարեն · չինական	China · Chinese · Chinese (language) · Chinese (adj.) · չինական պատ — Chinese wall
Վրաստան · վրացի · վրացերեն · վրացական	Georgia · Georgian · Georgian (language) · Georgian (adj.) · վրացական խինկալի — Georgian khinkali
Ռուսաստան · ռուս · ռուսերեն · ռուսական	Russia · Russian · Russian (language) · Russian (adj.) · ռուսական օղի — Russian vodka
Ամերիկա (ԱՄՆ) · ամերիկացի · անգլերեն · ամերիկյան	America (USA) · American · English · American (adj.) · ամերիկյան դեսպանատուն — American embassy
Անգլիա · անգլիացի · անգլերեն · անգլիական	England · English (person) · English (language) · English (adj.) · անգլիական թեյ — English tea
Ֆրանսիա · ֆրանսիացի · ֆրանսերեն · ֆրանսիական	France · French (person) · French (language) · French (adj.) · ֆրանսիական խոհանոց — French cuisine
Սիրիա · սիրիացի · արաբերեն · սիրիական	Syria · Syrian · Arabic · Syrian (adj.) · սիրիական ուտելիքներ — Syrian food
Կանադա · կանադացի · անգլերեն, ֆրանսերեն · կանադական	Canada · Canadian · English, French · Canadian (adj.) · կանադական պատմություն — Canadian history
Ճապոնիա · ճապոնացի · ճապոներեն · ճապոնական	Japan · Japanese · Japanese (language) · Japanese (adj.) · ճապոնական խոհանոց — Japanese cuisine
Իտալիա · իտալացի · իտալերեն · իտալական	Italy · Italian · Italian (language) · Italian (adj.) · իտալական պաղպաղակ — Italian ice cream
Իսպանիա · իսպանացի · իսպաներեն · իսպանական	Spain · Spanish (person) · Spanish (language) · Spanish (adj.)
Շվեդիա · շվեդ / շվեդուհի · շվեդերեն · շվեդական	Sweden · Swede (m. / f.) · Swedish (language) · Swedish (adj.)
Պորտուգալիա · պորտուգալացի · պորտուգալերեն · պորտուգալական	Portugal · Portuguese (person) · Portuguese (language) · Portuguese (adj.)
Բրազիլիա · բրազիլացի · պորտուգալերեն · բրազիլական	Brazil · Brazilian · Portuguese (language) · Brazilian (adj.)
Կորեա · կորեացի · կորեերեն · կորեական	Korea · Korean · Korean (language) · Korean (adj.)
Ադրբեջան · ադրբեջանցի · ադրբեջաներեն · ադրբեջանական	Azerbaijan · Azerbaijani · Azerbaijani (language) · Azerbaijani (adj.)
